ra;nomealuno;codcurso;genero;Estado Civil;datanasc;logradouro;endereco;numero;complemento;Bairro;Cidade;UF;Regiao;Pais;CEP;E-mail;telefone;situacao
114633;Ramon Queiroz ;131;2;4;10/12/81;Rua;Q. Ca 2;490;;Campos Dos Goytacazes;CAMPOS DOS GOYTACAZES;RJ;SUDESTE;BR;28053020;ramonpontual@hotmail.com;(22) 969512125;Trancado
114634;Ramon Queiroz ;127;2;1;28/07/02;Rua;Q. Ca 2;1136;564;Curitiba;XAXIM;PR;SUL;BR;81710100;ramon.bribeiro@outlook.com;(49) 917285078;Trancado
114635;Ramon Queiroz ;138;2;1;13/12/02;Rua;Q. Ca 2;1214;Casa;Novo Horizonte;GUARATINGA;BA;NORDESTE;BR;45840000;ramoncaldeira@uol.com.br;(73) 991903682;Concluido
114636;Ramon Queiroz ;125;2;1;18/07/00;Rua;Q. Ca 2;575;Apto. ;Centro;ILHEUS;BA;NORDESTE;BR;45653135;ramonvirtual@hotmail.com;(73) 990088926;Trancado
114637;Ramon Queiroz ;130;2;4;07/12/90;Rua;Q. Ca 5;958;608;São Paulo;SAO PAULO;SP;SUDESTE;BR;2204000;ramon_sd7@hotmail.com;(11) 973707058;Cancelado
114638;Ramon Queiroz ;122;2;4;13/04/89;Rua;Q. Ca 5;464;1103 Torre 1;Terra Bonita;LONDRINA;PR;SUL;BR;86047610;ramonlda@hotmail.com;(43) 984655532;Cancelado
114639;Ramon Queiroz ;123;2;1;13/10/01;Rua;Q. Ca 5;732;Casa;Jardim Pinheiros;POÁ;SP;SUDESTE;BR;8565440;ramon.torres@live.jp;(11) 925202591;Trancado
114640;Ramon Queiroz Barbosa ;127;2;3;14/06/83;Rua;Q. Ca 8;733;Casa;Centro;NOVA LIMA;MG;SUDESTE;BR;34000147;ramonvinicius1@gmail.com;(31) 998688475;Trancado
114641;Ramon Queiroz Da Silva ;130;2;3;12/04/90;Avenida;Q. Ccsw 1;754;Apto 103;Varjota;FORTALEZA;CE;NORDESTE;BR;60160240;ramon.weslley@gmail.com;(85) 947977831;Trancado
114642;Ramos Queiroz De Lima ;136;2;2;26/07/92;Rua;Q. Ccsw 1 Lote 5;987;Ap 102;Agua Verde;CURITIBA;PR;SUL;BR;80620230;ramos@siemens.com.br;(41) 955641915;Cancelado
114643;Randerson Queiroz De Lima ;121;2;1;07/10/01;Rua;Q. Ccsw 3;503;Casa;Santos Dumont;ARACAJU;SE;NORDESTE;BR;49087560;network@randerson.com.br;(79) 936426866;Cancelado
114644;Randolph Queiroz De Medeiros ;120;2;1;29/04/96;Rua;Q. Ccsw 3;1761;Lot Jd Do Horto;Gruta De Lourdes;MACEIO;AL;NORDESTE;BR;57052590;randolph.oliveira@gmail.com;(82) 965114048;Ativo
114645;Rangel Queiroz De Oliveira ;131;2;2;13/03/94;Rua;Q. Ccsw 4;1485;;Senhora Das Gracas;BETIM;MG;SUDESTE;BR;32604624;alinemuniz@oi.com.br;(31) 995262782;Cancelado
114646;Rangel Queiroz Gois ;135;2;3;27/10/89;Quadra;Q. Ccsw 4;95;Casa;Recanto Das Emas;BRASILIA;DF;CENTRO OESTE;BR;72620409;rangel.padilha@gmail.com;(61) 953266290;Cancelado
114647;Rangel Queiroz Junior ;120;2;1;03/10/96;Rua;Q. Ccsw 5;377;;Jardim Irene;SANTO ANDRE;SP;SUDESTE;BR;9170350;rlph@terra.com.br;(11) 940566528;Cancelado
114648;Rangel Queiroz Maximiano Barcelos ;133;2;1;16/10/97;Rua;Q. Ccsw 5;1622;Tor 2 Apt 1202;Do Salto;BLUMENAU;SC;SUL;BR;89031040;ingrides@ig.com.br;(47) 966844977;Cancelado
114649;Rangel Queiroz Silva ;120;2;1;06/03/00;Rua;Q. Central Conjunto B;1563;Sala 1;Itoupava Seca;BLUMENAU;SC;SUL;BR;89030450;rotavares@uol.com.br;(47) 958488169;Ativo
114650;Ranidayverson Querino Alves ;121;2;1;03/10/99;Rua;Q. Cl 118;1652;;Amarante;NATAL;RN;NORDESTE;BR;59290000;rh@risolbaby.com;(84) 920996991;Concluido
114651;Raniere Querson Mineo De Lima ;130;2;3;20/11/92;Rua;Q. Cln 105 Bloco A;1595;Qu E Lt 300;Campo Grande;RIO DE JANEIRO;RJ;SUDESTE;BR;23087150;ranieresantiago@ig.com.br;(21) 999971821;Cancelado
114652;Raniere Quesada Honoratto ;137;2;4;12/03/90;Rua;Q. Cln 110 Bloco B;1373;Casa 3;Vila Santa Catarina;SAO PAULO;SP;SUDESTE;BR;4375000;ranierestesser@yahoo.com.br;(11) 906123626;Concluido
114653;Raniery Quevedo Landsmann ;120;2;2;13/08/89;Travessa;Q. Cln 115 Bloco C;315;;Sa Viana;SAO LUIS;MA;NORDESTE;BR;65080670;rany_raniery@hotmail.com;(98) 937491784;Ativo
114654;Ranilson Quinelato Cosin ;121;2;4;25/05/94;Avenida;Q. Cln 307 Bloco C;1165;Bl C Ap 201 Vila Rica;Suissa;ARACAJU;SE;NORDESTE;BR;49050370;ranilsonjr@yahoo.com.br;(79) 933935194;Concluido
114655;Ranjel Quinhoneiro Da Silva ;120;2;4;25/01/89;Rua;Q. Cln 403 Bloco C;1335;Casa;Barreiro De Baixo;BELO HORIZONTE;MG;SUDESTE;BR;30640330;ranjel.ferreira@gmail.com;(31) 907743088;Cancelado
114656;Ranyele Quintanilla ;121;1;2;20/10/90;Rua;Q. Cln 405 Bloco D;1698;Apto. 83;Sumarezinho;SAO PAULO;SP;SUDESTE;BR;5438100;ranyele@gmail.com;(11) 910982784;Cancelado
114657;Ranyfrancia Quintão ;132;1;1;13/03/99;Quadra;Q. Cln 410 Bloco C;1888;Edifício Embratel;Asa Sul;BRASILIA;DF;CENTRO OESTE;BR;70328900;rany@embratel.com.br;(61) 904345516;Ativo
114658;Raoni Quintão ;136;2;1;14/02/00;Rua;Q. Clsw 300A Bloco 3;474;Casa 2;Cambuci;SAO PAULO;SP;SUDESTE;BR;1541080;raonix@msn.com;(11) 994561959;Cancelado
114659;Raoni Quintarelli Machado ;134;2;2;14/07/94;Rua;Q. Clsw 301 Bloco C;1544;Apt 1102;Nova Cachoeirinha;BELO HORIZONTE;MG;SUDESTE;BR;31250380;rao.santos@gmail.com;(31) 979338933;Cancelado
114660;Raony Quintas De Rose Souza ;123;2;1;24/12/01;Rua;Q. Clsw 304 Bloco C;1574;;Setor Oeste (Sobradinho Ii);BRASILIA;DF;CENTRO OESTE;BR;73062209;raony.v@gmail.com;(61) 910684060;Ativo
114661;Raphael Quinteiro ;129;2;1;01/05/98;Estrada;Q. Cnb 10;345;Cs 01 Sobrado;Jardim Primavera;DUQUE DE CAXIAS;RJ;SUDESTE;BR;25215365;guerra128@gmail.com;(21) 973490060;Ativo
114662;Raphael Quinteiro Da Silva ;134;2;1;09/01/03;Rua;Q. Cnb 13;1168;Apto 703;Cazeca;UBERLÂNDIA;MG;SUDESTE;BR;38400020;raphaelmg@comp.ufu.br;(34) 979417621;Cancelado
114663;Raphael Quintella Vieira ;132;2;2;31/05/90;Avenida;Q. Cnb 3;1980;Casa 18;Vila Souza;SAO PAULO;SP;SUDESTE;BR;2860001;raphael.anjos31@gmail.com;(11) 937342762;Ativo
114664;Raphael Quintoo Mafalda ;125;2;4;04/01/89;Rua;Q. Cnf 1;62;201;Urca;RIO DE JANEIRO;RJ;SUDESTE;BR;22291060;raphaelcravo@hotmail.com;(21) 979112785;Ativo
114665;Raphael Quirgo De Souza ;124;2;1;22/09/01;Rodovia;Q. Csb 3;493;;Da Ronda;ARAÇARIGUAMA;SP;SUDESTE;BR;18147000;raphael.perci@coatex.com;(11) 935633102;Concluido
114666;Raphael Quirino Militao ;135;2;2;22/12/92;Rua;Q. Csb 5;1378;Cj 1304;Bigorrilho;CURITIBA;PR;SUL;BR;80730000;raphaelbalbinot@gmail.com;(41) 968898012;Trancado
114667;Raphael Quoos Hoehne ;130;2;1;07/06/99;Rua;Q. Eqnm 40/42 Bloco B;414;Casa 05;Vila Formosa;SAO PAULO;SP;SUDESTE;BR;3367030;rapfull@zipmail.com.br;(11) 915987599;Trancado
114668;Raphael R Barreiro ;132;2;1;18/03/98;Estrada;Q. Eqnn 17/19 Bloco E;967;Casa 3 201;Madureira;RIO DE JANEIRO;RJ;SUDESTE;BR;21341331;raphael.silva07@gmail.com;(21) 966533310;Concluido
114669;Raphael R Cavalcanti Junior ;138;2;1;22/02/99;Rua;Q. Eqsw 304/504;227;;Santa Cruz;AMERICANA;SP;SUDESTE;BR;13477480;raphaelmiante@yahoo.com.br;(19) 976085080;Concluido
114670;Raphael R De Andrade Craveiro ;130;2;1;26/04/97;Rua;Q. Parque Piaui;637;Apt 24;Vila Carrao;SAO PAULO;SP;SUDESTE;BR;3436000;raphaelgimenes@uol.com.br;(11) 902960757;Trancado
114671;Raphael R De Castro Goncalves ;123;2;1;10/03/96;Rua;Q. Q103;1486;Apt 302;Encantado;RIO DE JANEIRO;RJ;SUDESTE;BR;20745010;rapham@zipmail.com.br;(21) 947356546;Ativo
114672;Raphael R De Melo Junior ;138;2;2;14/08/91;Rua;Q. Q117;1568;;São Gerardo;FORTALEZA;CE;NORDESTE;BR;60320250;raphabra@gmail.com;(85) 916994897;Cancelado
114673;Raphael R De Paiva ;126;2;1;04/10/99;Rua;Q. Q120 Conjunto 6A;550;;Jardim Roberto;OSASCO;SP;SUDESTE;BR;6170250;rcandido65@gmail.com;(11) 990203131;Trancado
114674;Raphael R Dos Santos Filho ;123;2;1;05/12/95;Rua;Q. Q2 Conjunto C;1476;;Campo Alegre;ITATIAIA;RJ;SUDESTE;BR;27580000;raphael.castelo@gmail.com;(24) 958051097;Ativo
114675;Raphael R Dos Santos Silva ;121;2;4;21/10/92;Rua;Q. Q4 Conjunto E;1060;;Farrapos;PORTO ALEGRE;RS;SUL;BR;90250730;raphaelcph@hotmail.com;(51) 953048087;Trancado
114676;Raphael R F De Araujo Junior ;136;2;1;14/11/00;Rua;Q. Q412;572;;Taruma;CURITIBA;PR;SUL;BR;82530360;raphael.celuppi@gmail.com;(41) 941767775;Trancado
114677;Raphael R Junior ;120;2;3;24/11/88;Rua;Q. Q413 Conjunto 9;88;Torre 2 - Apto. 52;Lapa De Baixo;SAO PAULO;SP;SUDESTE;BR;5065110;raphael.cenerini@gmail.com;(11) 929355260;Ativo
114678;Raphael R Rocha Petrucelli ;131;2;1;15/03/03;Rua;Q. Q415 Conjunto 17;1517;Cruz Das Armas;Cruz Das Armas;JOAO PESSOA;PB;NORDESTE;BR;58085010;raphael.cesar.martins@gmail.com;(83) 921388342;Concluido
114679;Raphael R Ruiz Do Nascimento ;133;2;2;17/10/88;Rua;Q. Q502 Conjunto 18;1811;Apto. ;Tatuapé;SAO PAULO;SP;SUDESTE;BR;3319001;faelgc@yahoo.com.br;(11) 977229402;Cancelado
114680;Raphael R Santi ;130;2;1;04/10/99;Rua;Q. Q518;1072;Casa 4;Vidigal;RIO DE JANEIRO;RJ;SUDESTE;BR;22450250;raphael.cunha63@uol.com.br;(21) 958546408;Cancelado
114681;Raphael R. E Silva ;128;2;1;25/09/98;Rua;Q. Qb2 Bloco I;231;00055 Apt 62;Bonfim;CAMPINAS;SP;SUDESTE;BR;13070723;raphakikuchi@hotmail.com;(19) 946339839;Cancelado
114682;Raphael R. Lima ;123;2;1;03/05/97;Rua;Q. Qc 14 F;1207;Apt 304;Vila Isabel;RIO DE JANEIRO;RJ;SUDESTE;BR;20551120;rapha_2k@hotmail.com;(21) 927868996;Ativo
114683;Raphael R. Silva Júnior ;129;2;4;13/07/94;Rua;Q. Qc 2 Conjunto B;1804;Ap 32;Vista Alegre;CURITIBA;PR;SUL;BR;80820590;raphael.demario@gmail.com;(41) 912855063;Trancado
114684;Raphael Rabaquim ;130;2;2;10/04/94;Rua;Q. Qe 13 Conjunto E;901;Sb;Vila Leopoldina;DUQUE DE CAXIAS;RJ;SUDESTE;BR;25035060;raphaelquites@hotmail.com;(21) 978064532;Trancado
114685;Raphael Rabello ;123;2;1;11/11/98;Rua;Q. Qe 13 Conjunto F;57;;Costa Barros;RIO DE JANEIRO;RJ;SUDESTE;BR;21532180;raphaelsmartins@gmail.com;(21) 994869728;Ativo
114686;Raphael Rabello De Souza ;133;2;1;05/04/01;Avenida;Q. Qe 19 Conjunto J;390;Cond. Solar Boa Vista  Bl 8 Apt 202;Engenho Velho De Brotas;SALVADOR;BA;NORDESTE;BR;40240550;raphaeloafernandes@gmail.com;(71) 952165865;Concluido
114687;Raphael Rabelo De Campos ;123;2;1;19/09/02;Rua;Q. Qe 24 Conjunto E;586;Casa Da Sebastiana;Centro;CAMPINORTE;GO;CENTRO OESTE;BR;76410000;raphaelgabriel@olhardigitaltecnologia.com.br;(62) 972027298;Ativo
114688;Raphael Rabelo De Oliveira ;121;2;1;01/03/96;Rua;Q. Qe 3 Conjunto G;972;Apt 304;Botafogo;RIO DE JANEIRO;RJ;SUDESTE;BR;22281036;rapha.gon@gmail.com;(21) 903031336;Cancelado
114689;Raphael Racaneli ;128;2;3;15/09/82;Rua;Q. Qe 32 Conjunto K;1709;Lote 10 - Ap 1202;Sul (Águas Claras);BRASILIA;DF;CENTRO OESTE;BR;71938540;raphaelfigueiredo@gmail.com;(61) 921633158;Trancado
114690;Raphael Rachadel Costa ;127;2;1;24/06/99;Rua;Q. Qe 40 Conjunto B;1936;Apt 32;Vila Nova Conceicao;SAO PAULO;SP;SUDESTE;BR;4537907;raphafcruz@gmail.com;(11) 995938556;Cancelado
114691;Raphael Radamés Alves Vieira De Gois ;128;2;1;24/02/98;Estrada;Q. Qi 10 Conjunto Q;1918;Bl0 2 Ap 501;Realengo;RIO DE JANEIRO;RJ;SUDESTE;BR;21730000;rgomesaraujo@gmail.com;(21) 937949638;Cancelado
114692;Raphael Radija Fernandes Cunha ;135;2;4;26/09/89;Rua;Q. Qi 18 Conjunto B;1816;Casa;Parque Cidade Luz;CAMPOS DOS GOYTACAZES;RJ;SUDESTE;BR;28060160;raphaelgomesmoraes@yaho.com.br;(22) 962238099;Concluido
114693;Raphael Radimacker Cavalcanti Fernandes ;120;2;2;29/04/95;Rua;Q. Qi 23;1365;;Tijuca;RIO DE JANEIRO;RJ;SUDESTE;BR;20521070;raphaelavila@pop.com.br;(21) 924715008;Ativo
114694;Raphael Radin ;122;2;1;21/12/97;Rua;Q. Qi 23 Lote 10;109;Cs 2 Fudos;Parque Sao George;COTIA;SP;SUDESTE;BR;6708235;raphael.matta@ig.com.br;(11) 976661833;Cancelado
114695;Raphael Radulov ;125;2;1;06/09/96;Rua;Q. Qi 23 Lote 2/6;262;Cs B;Centro De Vila Velha;VILA VELHA;ES;SUDESTE;BR;29100280;rafajfs@hotmail.com;(27) 943439935;Ativo
114696;Raphael Rafael ;120;2;4;17/02/93;Rua;Q. Qi 3 Bloco G;888;;Jardim Águia Da Castelo;BOITUVA;SP;SUDESTE;BR;18550000;raphael.lima17@yahoo.com.br;(15) 950714653;Cancelado
114697;Raphael Rafael ;127;2;4;05/09/93;Rua;Q. Qi 3 Conjunto I;817;;Parada Inglesa;SAO PAULO;SP;SUDESTE;BR;2082100;raphaellio33@hotmail.com;(11) 988246486;Concluido
114698;Raphael Rafael ;133;2;3;22/02/93;Avenida;Q. Qi 7 Bloco H;1583;Qdn24 C 12;Conjunto Tucuma;RIO BRANCO;AC;NORTE;BR;69919784;raphael.lopesdias@gmail.com;(65) 919551111;Concluido
114699;Raphael Rafael ;126;2;1;27/04/97;Estrada;Q. Qms 21;762;Km4;Centro;CAMPO LARGO;PR;SUL;BR;83648970;raphaelluginheski@oi.com.br;(41) 954331252;Concluido
114700;Raphael Rafael ;126;2;1;17/04/02;Avenida;Q. Qmsw 4;1176;Apto. 1502-A;Praia De Itaparica;VILA VELHA;ES;SUDESTE;BR;29102010;raphaeldallorto@hotmail.com;(27) 963108004;Concluido
114701;Raphael Rafael Alencar ;127;2;1;31/12/97;Rua;Q. Qmsw 4;693;;Vila Sao Geraldo;SAO PAULO;SP;SUDESTE;BR;3607000;raphael@chacaraduchen.com.br;(11) 970585737;Trancado
114702;Raphael Rafael Benatti ;138;2;1;30/03/98;Avenida;Q. Qmsw 4;175;Casa;Planalto Paulista;SAO PAULO;SP;SUDESTE;BR;4064005;rfaelm@yahoo.com.br;(11) 974462725;Cancelado
114703;Raphael Rafael Borges De Lucena ;125;2;1;28/06/99;Quadra;Q. Qmsw 4;907;1;Brasilia;GUARA 2;DF;CENTRO OESTE;BR;71070118;raphaelmariano@gmail.com;(61) 934963982;Trancado
114704;Raphael Rafael Christ ;125;2;1;05/06/98;Rua;Q. Qmsw 4;1942;Apt 33;Jardim Anchieta;CAMPINAS;SP;SUDESTE;BR;13060872;raphaelmb@yahoo.com.br;(19) 950952074;Ativo
114705;Raphael Rafael Cioccari ;130;2;1;01/03/00;Avenida;Q. Qmsw 5;498;Apt 404;Barra Da Tijuca;RIO DE JANEIRO;RJ;SUDESTE;BR;22775040;rmmelo20@gmail.com;(21) 975234496;Cancelado
114706;Raphael Rafael Conti ;121;2;3;11/10/94;Avenida;Q. Qmsw 5;589;Apt 1210;Copacabana;RIO DE JANEIRO;RJ;SUDESTE;BR;22020001;rmvale@yahoo.com.br;(21) 952720106;Cancelado
114707;Raphael Rafael Cotting ;128;2;1;09/07/96;Rua;Q. Qmsw 5;1888;Apt 607;Praca Seca;RIO DE JANEIRO;RJ;SUDESTE;BR;21321054;raphael_rodrigues@terra.com.br;(21) 927299829;Cancelado
114708;Raphael Rafael Da Silva Salgado ;134;2;2;06/04/89;Rua;Q. Qmsw 5;1357;;Anil;SAO LUIS;MA;NORDESTE;BR;65046160;moraes_center@hotmail.com;(98) 947275399;Trancado
114709;Raphael Rafael De Araújo Saint Yves ;120;2;1;27/10/97;Rua;Q. Qmsw 5;1150;Apt 202;Copacabana;RIO DE JANEIRO;RJ;SUDESTE;BR;22051001;raphaelif@yahoo.com.br;(21) 988799578;Cancelado
114710;Raphael Rafael De Paula ;125;2;2;19/07/94;Rua;Q. Qmsw 5;1915;Fd;Vigario Geral;RIO DE JANEIRO;RJ;SUDESTE;BR;21241330;santabarbara@compuserv.com.br;(21) 934684313;Cancelado
114711;Raphael Rafael De Sales Rodrigues ;122;2;3;01/11/90;Avenida;Q. Qmsw 5 Lote 8;1289;;Região Central;CAIEIRAS;SP;SUDESTE;BR;7700115;raphael@mucelini.com;(11) 962781287;Trancado
114712;Raphael Rafael Deud ;126;2;1;01/11/95;Rua;Q. Qmsw 6;189;Apt 403;Meier;RIO DE JANEIRO;RJ;SUDESTE;BR;20720294;rmuniz.santos@globo.com;(21) 901059353;Trancado
114713;Raphael Rafael Dos Santos ;138;2;1;23/10/96;Rua;Q. Qmsw 6;1842;Cs 1;Vila Celeste;SAO PAULO;SP;SUDESTE;BR;2543140;anananii@gmail.com;(11) 950170748;Trancado
114714;Raphael Rafael Dos Santos De Moura ;128;2;4;23/01/80;Rua;Q. Qn 211 Conjunto 2;236;101;Gradim;SAO GONÇALO;RJ;SUDESTE;BR;24430280;raphaelperegrino@gmail.com;(21) 946893767;Cancelado
114715;Raphael Rafael E Silva ;125;2;3;23/02/95;Rua;Q. Qn 7 Area Especial 7;142;Casa 2;Nossa Senhora Do Ó;PAULISTA;PE;NORDESTE;BR;53431820;raphael_bbdk@hotmail.com;(81) 993851574;Cancelado
114716;Raphael Rafael Gregorio ;131;2;1;04/07/97;Rua;Q. Qn 8C Conjunto 3;1947;;Pque Edu Chaves;SAO PAULO;SP;SUDESTE;BR;2220002;raphael_o_m@hotmail.com;(11) 978336911;Cancelado
114717;Raphael Rafael Jesus Marzulo ;120;2;4;20/08/95;Travessa;Q. Qn 8F Conjunto 7;1192;Cs;Bento Ribeiro;RIO DE JANEIRO;RJ;SUDESTE;BR;21331470;rapha_rpc@hotmail.com;(21) 984925696;Cancelado
114718;Raphael Rafael Lemke ;122;2;1;07/01/99;Rua;Q. Qna 10;1736;Lote 04 Quadra 308;Jardim Atlântico Central (Itaipuaçu);MARICÁ;RJ;SUDESTE;BR;24934020;raphapasseri@gmail.com;(21) 937328991;Ativo
114719;Raphael Rafael Lopes ;120;2;4;09/08/84;Rua;Q. Qna 11;595;Apto. 06;Centro;SAO ROQUE;SP;SUDESTE;BR;18130525;raphaelperci@yahoo.com.br;(11) 982798223;Ativo
114720;Raphael Rafael Machado ;129;2;1;08/01/96;Rua;Q. Qna 17;38;Apt 82;Vila Mariana;SAO PAULO;SP;SUDESTE;BR;4011903;pcunha@hotmail.com;(11) 944817286;Cancelado
114721;Raphael Rafael Mariano ;132;2;1;27/07/97;Rua;Q. Qna 37;348;Ap 613;Jd Sta Helena;SAO CARLOS;SP;SUDESTE;BR;13566440;raphaelcomputacao@gmail.com;(49) 974690852;Cancelado
114722;Raphael Rafael Mendes Rego ;122;2;3;13/06/95;Rua;Q. Qne 16;1652;Apt 201;Nova Caruaru;CARUARU;PE;NORDESTE;BR;55014520;raphaellorena@oi.com.br;(81) 923563964;Concluido
114723;Raphael Rafael Nascimento Lima ;133;2;2;24/07/89;Rua;Q. Qne 28;788;;Jardim Brasília (Zona Leste);SAO PAULO;SP;SUDESTE;BR;3585100;raphaelp.reis@gmail.com;(11) 977995504;Trancado
114724;Raphael Rafael Pereira De Souza ;134;2;1;20/05/98;Rua;Q. Qng 30;1822;;Fragoso;PIABETA;RJ;SUDESTE;BR;25935000;raphaopires@oi.com.br;(22) 956331899;Cancelado
114725;Raphael Rafael Rodrigues De Oliveira Souza ;122;2;1;21/02/00;Rua;Q. Qng 44;1308;Cs 1;Parque Edu Chaves;SAO PAULO;SP;SUDESTE;BR;2230080;raphael_pistori@hotmail.com;(11) 923243387;Cancelado
114726;Raphael Rafael Roque ;123;2;1;20/10/98;Avenida;Q. Qnj 16;439;Apt 33;Usina Piratininga;SAO PAULO;SP;SUDESTE;BR;4444000;raphaelschiavo@yahoo.com.br;(11) 927835947;Trancado
114727;Raphael Rafael Ross ;132;2;1;05/07/96;Rua;Q. Qnj 29;100;;Nova Aroeiras;MACAE;RJ;SUDESTE;BR;27946030;raphael_porto16@hotmail.com;(22) 961956691;Ativo
114728;Raphael Rafael Santos Lopes ;120;2;1;22/05/97;Rua;Q. Qnl 1 Bloco J;571;;Centro;NILOPOLIS;RJ;SUDESTE;BR;26525046;raphaelramalho@gmail.com;(22) 942244050;Trancado
114729;Raphael Rafael Sarrecchia ;130;2;1;26/07/97;Rua;Q. Qnl 15 Bloco B;1647;A;Mosela;PETRÓPOLIS;RJ;SUDESTE;BR;25675170;raphael.hosken@gmail.com;(24) 959729805;Cancelado
114730;Raphael Rafael Schoenwetter ;137;2;3;04/05/91;Rua;Q. Qnl 17 Bloco I;509;;Parque Aurora;CAMPOS DOS GOYTACAZES;RJ;SUDESTE;BR;28025650;raphaelrrl@gmail.com;(22) 975023381;Cancelado
114731;Raphael Rafael Silva ;129;2;4;09/05/92;Avenida;Q. Qnl 2 Bloco C;317;;Dos Casa;SAO BERNARDO DO CAMPO;SP;SUDESTE;BR;9812000;raphaelsaad@terra.com.br;(11) 936660652;Concluido
114732;Raphael Rafael Siqueira ;131;2;1;02/08/01;Rua;Q. Qnl 24 Via 29;1871;Ap 54 A;Vila Nova Conceição;SAO PAULO;SP;SUDESTE;BR;4535003;raphael_sanches00@hotmail.com;(11) 956944941;Cancelado
114733;Raphael Rafael Superti ;122;2;4;24/04/89;Rua;Q. Qnl 24 Via 29;1625;;Jardim Guaíba;SOROCABA;SP;SUDESTE;BR;18077120;raa.santos@hotmail.com;(15) 993663536;Ativo
114734;Raphael Rafael Torres Alves ;124;2;4;18/03/95;Rua;Q. Qnm 12;1252;Apt506;Freguesia (Jacarepagua);RIO DE JANEIRO;RJ;SUDESTE;BR;22743670;dinizraphael@bol.com.br;(21) 978768570;Trancado
114735;Raphael Rafael Tosta ;137;2;3;21/08/91;Rua;Q. Qnm 24;932;;São João Clímaco;SAO PAULO;SP;SUDESTE;BR;4255000;rapharoots@live.com;(11) 969265920;Trancado
114736;Raphael Rafael Vargas ;133;2;1;06/06/01;Rua;Q. Qnm 24;637;;Fortaleza;BLUMENAU;SC;SUL;BR;89056475;rnr15@mandic.com.br;(47) 930312350;Concluido
114737;Raphael Rafael Veras Mendes G Polonio ;121;2;1;04/04/98;Rua;Q. Qnm 36 Conjunto O;55;Lt5;Jardim Ana Locia;GOIANIA;GO;CENTRO OESTE;BR;74315315;thompsongo@hotmail.com;(62) 986873801;Ativo
114738;Raphael Rafaela Andre Floriano ;127;2;1;24/10/98;Rua;Q. Qnm 38 Conjunto M;1821;Apto. 813 Bloco B;Laranjeiras;RIO DE JANEIRO;RJ;SUDESTE;BR;22240006;rgtrovao@gmail.com;(21) 984235828;Trancado
114739;Raphael Raffaelli ;128;2;3;01/04/91;Rua;Q. Qnm 6 Conjunto E;1064;Casa;Madalena;RECIFE;PE;NORDESTE;BR;50720090;raphael@brasilstok.com.br;(81) 985278654;Cancelado
114740;Raphael Raffagnato Da Fonseca ;134;2;1;08/02/98;Avenida;Q. Qnn 10 Conjunto E;967;14º. Andar Conjunto 141 – Edifício Montpellier;Jardim Guanabara;CAMPINAS;SP;SUDESTE;BR;13073300;raphael@on.com.br;(19) 941055915;Concluido
114741;Raphael Raggi ;138;2;1;23/04/96;Avenida;Q. Qnn 17 Conjunto G;1421;Bl A Apt 402;Pina;RECIFE;PE;NORDESTE;BR;51011000;raphaelzalmeida@gmail.com;(81) 949137628;Trancado
114742;Raquel Ragib Ali Dos Santos ;136;2;3;16/04/90;Avenida;Q. Qnn 19 Conjunto E;456;Apto. 51;Jardim Paraíso;CAMPINAS;SP;SUDESTE;BR;13100040;raquel.inatel@gmail.com;(19) 939784122;Concluido
114743;Raquel Raimundo Alves Da Rocha Coelho ;121;1;3;10/05/90;Rua;Q. Qnn 20 Conjunto P;40;91;Botafogo;RIO DE JANEIRO;RJ;SUDESTE;BR;22271010;treinamento@equinix.com;(21) 979454944;Cancelado
114744;Raquel Raimundo Da Silva ;123;1;1;17/12/97;Travessa;Q. Qnn 39 Conjunto C;1487;;Novo Aleixo;MANAUS;AM;NORTE;BR;69098310;graficasaojose@graficasaojose.com.br;(92) 957425277;Trancado
114745;Raquel Raimundo De Paiva Arbues Carneiro ;120;1;1;24/02/01;Estrada;Q. Qnn 5 Conjunto F;1698;Ca 03;Tanque;RIO DE JANEIRO;RJ;SUDESTE;BR;22730540;raquelzinhapontes@hotmail.com;(21) 985919198;Cancelado
114746;Raquel Raimundo Espindula ;137;1;1;11/03/96;Rua;Q. Qno 11 Conjunto K;1324;;Jardim Do Sol;JUIZ DE FORA;MG;SUDESTE;BR;36062030;raquelraspante@gmail.com;(32) 971245018;Cancelado
114747;Raquel Raimundo Roeder Bastos Leite ;131;2;5;07/01/05;Avenida;Q. Qno 13 Conjunto H;1083;Bloco 5A - Apto 104;Anchieta;SAO BERNARDO DO CAMPO;SP;SUDESTE;BR;9601000;raquelcm@terra.com.br;(11) 976377507;Concluido
114748;Raquel Raimundo Trae ;126;1;4;15/11/93;Rua;Q. Qno 13 Conjunto K;1435;Qu 15;Sao Diogo I;SERRA;ES;SUDESTE;BR;29163240;raquelleite@usiminas.com.br;(27) 903235581;Cancelado
114749;Raquel Raiol ;133;1;1;28/09/99;Rua;Q. Qno 5 Conjunto K;1088;Apt 702;Campo Grande;RIO DE JANEIRO;RJ;SUDESTE;BR;23040640;raquelmoren@gmail.com;(21) 983733833;Trancado
114750;Raquel Ramalho ;130;1;4;11/10/93;Rua;Q. Qno 9 Conjunto C;120;Qu 22 Lt 18;Parque Duque;DUQUE DE CAXIAS;RJ;SUDESTE;BR;25085015;rgdsouza@ig.com.br;(21) 960009015;Concluido
